Request_ID,Staff_ID,Current_Status,Created_At,Last_Updated,Request_Reason,Manager_Reason,Document,User_Seen,Manager_Seen
712,151485,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
713,150265,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
714,151549,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
715,190057,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
716,160329,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
717,151464,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
718,151597,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
719,150566,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
720,151540,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
721,160155,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
722,140925,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
723,180023,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
724,160293,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
725,171048,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
726,160323,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
727,210023,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
728,160314,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
729,151518,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
730,140944,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
731,190093,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
732,151055,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
733,171011,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
734,151517,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
735,190009,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
736,151427,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
737,150295,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
738,210023,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
739,150258,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
740,151583,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
741,171035,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Insufficient justification for WFH.,[],True,True
742,140945,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Team needs to collaborate in person.,[],True,True
743,150215,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Insufficient justification for WFH.,[],True,True
744,190074,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
745,160323,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
746,210018,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
747,190025,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
748,150343,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
749,180005,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
750,210001,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
751,180012,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
752,160307,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
753,151438,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
754,151500,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
755,151480,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
756,180034,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
757,180021,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
758,190030,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
759,151603,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
760,170166,Rejected,2024-11-03,2024-11-03,Better work-life balance.,WFH not suitable for this role.,[],True,True
761,151469,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
762,190045,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
763,151520,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
764,160336,Rejected,2024-11-03,2024-11-03,Better work-life balance.,WFH not suitable for this role.,[],True,True
765,150356,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
766,150162,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
767,151464,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
768,150866,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
769,190021,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
770,151528,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
771,190095,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
772,160287,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
773,150866,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
774,160298,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,WFH not suitable for this role.,[],True,True
775,150192,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
776,150645,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
777,180030,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
778,151476,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
779,180023,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
780,151593,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
781,150638,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
782,151456,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
783,180010,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
784,151464,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
785,151418,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
786,171015,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
787,160135,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
788,150938,Rejected,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,Team needs to collaborate in person.,[],True,True
789,140008,Rejected,2024-11-03,2024-11-03,More time for family or personal life.,Request conflicts with other schedules.,[],True,True
790,190082,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
791,210001,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
792,151446,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
793,150566,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
794,140882,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
795,151560,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
796,151539,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
797,150615,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
798,140903,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
799,140919,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
800,210042,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
801,190036,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
802,151562,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
803,150776,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
804,190076,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
805,151590,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
806,210032,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
807,180030,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
808,140904,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
809,160332,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
810,210038,Rejected,2024-11-03,2024-11-03,Focused work environment at home.,Request conflicts with other schedules.,[],True,True
811,151512,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
812,151471,Rejected,2024-11-03,2024-11-03,Personal errands.,Company policy does not allow WFH on this day.,[],True,True
813,150166,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
814,171017,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
815,190078,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
816,190014,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
817,151459,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
818,160294,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
819,190016,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
820,151536,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
821,160328,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
822,151533,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
823,151509,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
824,150166,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
825,160313,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
826,150233,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
827,170238,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
828,151597,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
829,140910,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
830,150165,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
831,151498,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
832,150446,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
833,170216,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
834,190067,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Company policy does not allow WFH on this day.,[],True,True
835,210021,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
836,160326,Rejected,2024-11-03,2024-11-03,Bad weather or traffic.,Team needs to collaborate in person.,[],True,True
837,190024,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
838,190064,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
839,160296,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
840,151568,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
841,151612,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
842,151581,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
843,151606,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
844,150076,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
845,190088,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
846,160332,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
847,140890,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
848,151560,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
849,210040,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
850,150345,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
851,151431,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
852,190028,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
853,160155,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
854,180037,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
855,140001,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
856,151479,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
857,140928,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Company policy does not allow WFH on this day.,[],True,True
858,171008,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
859,150446,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
860,171035,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
861,210043,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
862,151535,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
863,151433,Rejected,2024-11-03,2024-11-03,Focused work environment at home.,Insufficient justification for WFH.,[],True,True
864,140903,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
865,151457,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
866,171044,Rejected,2024-11-03,2024-11-03,Focused work environment at home.,Insufficient justification for WFH.,[],True,True
867,190031,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
868,171041,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
869,150512,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
870,151596,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
871,151601,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
872,140108,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
873,160225,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
874,151579,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
875,151558,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
876,151451,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
877,210033,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
878,171026,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
879,150938,Rejected,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,Insufficient justification for WFH.,[],True,True
880,210027,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
881,151559,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
882,150162,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
883,190050,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
884,160155,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
885,151546,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
886,150765,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
887,160325,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
888,151493,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
889,160306,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
890,151545,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
891,151467,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
892,190080,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
893,160307,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
894,150555,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
895,180010,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
896,151564,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
897,151477,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
898,150008,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
899,140908,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
900,150488,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
901,160288,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
902,150608,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
903,150192,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
904,151579,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
905,160335,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
906,150085,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
907,171045,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Insufficient justification for WFH.,[],True,True
908,210020,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
909,140001,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
910,210035,Rejected,2024-11-03,2024-11-03,Can work during off-peak hours.,Request conflicts with other schedules.,[],True,True
911,160258,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
912,151526,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
913,151547,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
914,150168,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
915,210021,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
916,151487,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
917,210022,Rejected,2024-11-03,2024-11-03,Online training or conference.,Insufficient justification for WFH.,[],True,True
918,210041,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
919,171046,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
920,150348,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
921,210023,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
922,190043,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
923,190050,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
924,160335,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
925,150585,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
926,151559,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
927,160145,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
928,151415,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
929,160317,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
930,160297,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
931,150488,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
932,180023,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
933,190029,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
934,160289,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
935,210038,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
936,151413,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
937,171029,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
938,190018,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
939,151574,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Request conflicts with other schedules.,[],True,True
940,151546,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
941,151435,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
942,170238,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
943,190006,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
944,151593,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
945,151590,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
946,180030,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
947,151459,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
948,151430,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
949,210031,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
950,150198,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
951,140937,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Request conflicts with other schedules.,[],True,True
952,160318,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
953,171036,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
954,160338,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
955,150282,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
956,170215,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
957,190091,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
958,190088,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
959,150866,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
960,190006,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
961,140736,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
962,210018,Rejected,2024-11-03,2024-11-03,Unexpected disruption at home.,Company policy does not allow WFH on this day.,[],True,True
963,151520,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
964,160075,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
965,151601,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
966,151598,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Company policy does not allow WFH on this day.,[],True,True
967,140909,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
968,140889,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
969,151573,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
970,151415,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
971,151469,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
972,210029,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Company policy does not allow WFH on this day.,[],True,True
973,150776,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,Request conflicts with other schedules.,[],True,True
974,160329,Rejected,2024-11-03,2024-11-03,Home maintenance or repairs.,Team needs to collaborate in person.,[],True,True
975,140893,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
976,151559,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
977,140905,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
978,151433,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
979,151465,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
980,150918,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
981,151432,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
982,160325,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
983,160337,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Insufficient justification for WFH.,[],True,True
984,151489,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
985,180002,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
986,150356,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
987,151451,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
988,190027,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
989,160315,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
990,150065,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
991,190033,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
992,160300,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
993,151466,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
994,160330,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
995,151528,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
996,160301,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
997,190021,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
998,160301,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
999,150488,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1000,150976,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1001,160297,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1002,160188,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1003,150638,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Request conflicts with other schedules.,[],True,True
1004,190093,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1005,151507,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1006,140008,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1007,151493,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1008,210025,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1009,151611,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1010,160142,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1011,160300,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1012,160284,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1013,171008,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1014,150518,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1015,150148,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Team needs to collaborate in person.,[],True,True
1016,151505,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1017,151527,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1018,210018,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1019,150796,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1020,151496,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1021,160316,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1022,151583,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1023,151582,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1024,151407,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1025,190067,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1026,150445,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1027,171036,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1028,171017,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1029,140894,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1030,151438,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1031,160146,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1032,151540,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1033,190080,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Team needs to collaborate in person.,[],True,True
1034,150142,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1035,190052,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1036,150282,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1037,151008,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1038,151531,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1039,150348,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1040,171022,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
